developer_id,age,gender,city,state,marital_status,education_level,company_type,company_size,job_role,employment_type,experience_years,salary_lpa,years_in_current_company,promotion_last_2_years,remote_work_ratio,weekly_work_hours,weekend_work_frequency,night_shift_frequency,layoffs_seen_in_company,number_of_switches,primary_language,tech_stack,ai_tools_usage_hours_per_week,upskilling_hours_per_week,leetcode_problems_solved,certifications_count,side_projects_count,github_activity_score,interview_preparation_hours_weekly,stress_level,burnout_score,anxiety_score,sleep_hours,caffeine_intake_per_day,work_life_balance_rating,imposter_syndrome_score,social_media_usage_hours,physical_activity_days_per_week,therapy_or_counseling,layoff_anxiety_score,ai_replacement_fear_score,job_security_confidence,emergency_savings_months,linkedin_job_search_activity,applied_jobs_last_30_days,burnout_risk_category,likely_to_switch_job,mentally_exhausted,high_layoff_risk
Dev00246,26,Female,Hyderabad,Telangana,Married,M.Tech,Product-Based,51-200,Data Scientist,Contract,2.4,37.17,1.3,No,78,46.8,Sometimes,Never,No,1,Java,Microservices/Kafka/Docker,6.9,4.2,249.0,1.0,5.0,7.4,1.1,3.8,3.3,4.8,5.1,5.0,7.8,7.4,1.2,6,Yes - Occasionally,3.1,3.1,8.3,5.0,Medium,5,Low,No,Yes,No
Dev00247,26,Female,Ahmedabad,Gujarat,Married,B.Tech,Product-Based,51-200,Ml Engineer,Full-Time,7.0,37.53,7.0,Yes,44,54.2,Never,Never,No,0,Java,Spring Boot/Mysql/Aws,4.4,5.0,131.0,0.0,0.0,29.9,5.2,6.1,7.6,5.3,5.4,5.0,6.0,5.0,1.9,7,No,4.9,6.0,8.0,2.0,Medium,4,High,No,Yes,No
Dev00248,25,Male,Noida,Uttar Pradesh,Married,Mca,Product-Based,5000+,Backend Developer,Full-Time,9.6,40.48,1.5,No,0,46.7,Rarely,Sometimes,No,2,Javascript,React/Node/Firebase,19.1,5.8,279.0,2.0,5.0,44.7,2.1,4.0,2.8,4.8,7.4,5.0,7.1,5.0,0.9,2,No,1.6,3.5,10.0,5.0,Low,1,Low,No,No,No
Dev00249,37,Male,Chennai,Tamil Nadu,Single,B.Tech,Freelance,1-10,Full Stack Developer,Full-Time,2.0,33.98,0.4,No,85,38.4,Often,Rarely,Yes - Major (>20%),1,C++,Embedded/Rtos/Bazel,1.3,0.9,,5.0,3.0,41.2,1.8,5.0,3.6,4.1,8.3,1.0,6.6,3.3,1.9,0,No,1.7,1.0,8.7,5.0,Low,3,Low,No,No,No
Dev00250,30,Male,Chennai,Tamil Nadu,Married,B.Tech,Service-Based,5000+,Cloud Engineer,Full-Time,3.7,15.97,1.9,Yes,41,54.1,Often,Never,Yes - Major (>20%),4,Kotlin,Spring/Coroutines/Gcp,8.2,1.2,152.0,2.0,1.0,15.1,0.2,4.4,7.6,4.3,3.8,,4.9,1.3,1.2,2,No,5.7,5.4,5.7,12.0,High,8,High,Yes,Yes,No
Dev00251,21,Male,Pune,Maharashtra,Single,M.Tech,Startup,1-10,Data Scientist,Full-Time,4.4,5.41,0.3,Yes,82,46.2,Often,Never,Yes - Minor (<5%),2,Python,Pytorch/Kubernetes,3.3,0.7,355.0,1.0,2.0,38.1,2.0,4.0,2.6,2.0,5.7,4.0,6.7,7.6,1.0,2,Yes - Occasionally,2.4,2.5,9.7,3.0,,0,Low,No,No,No
Dev00252,33,Male,Bengaluru,Karnataka,Single,M.Tech,Freelance,1-10,Frontend Developer,Freelance,8.5,49.85,1.6,No,75,47.7,Sometimes,Never,Yes - Minor (<5%),0,Javascript,React/Node/Firebase,0.6,0.9,677.0,1.0,3.0,20.8,0.5,4.9,4.9,4.6,7.4,0.0,8.0,5.1,0.6,1,Yes - Regularly,4.9,5.3,7.4,11.0,Low,2,Low,No,No,No
Dev00253,39,Male,Gurugram,Haryana,Single,Mca,Consulting,11-50,Data Engineer,Full-Time,5.9,26.84,3.2,No,2,42.3,Often,Never,Yes - Minor (<5%),3,Rust,Axum/Diesel/Gcp,8.9,8.9,,0.0,3.0,17.0,6.1,3.2,2.5,1.6,7.4,5.0,8.0,8.1,,5,No,1.0,3.7,8.7,1.0,High,7,Low,Maybe,No,No
Dev00254,33,Female,Chennai,Tamil Nadu,Single,B.Tech,Product-Based,1001-5000,Frontend Developer,Contract,1.9,13.16,1.0,No,100,52.8,Sometimes,Rarely,Yes - Minor (<5%),3,Python,Flask/Redis/Aws,3.4,0.6,146.0,0.0,1.0,31.4,1.1,3.7,4.0,2.4,6.8,2.0,6.1,5.0,3.2,1,No,2.4,7.7,8.0,4.0,High,6,Low,Maybe,Yes,No
Dev00255,21,Male,Pune,Maharashtra,Single,M.Tech,Consulting,201-1000,Cloud Engineer,Full-Time,4.6,19.48,1.4,No,42,45.4,Sometimes,Never,Yes - Minor (<5%),1,Java,Spring Boot/Mysql/Aws,2.5,2.6,84.0,1.0,2.0,24.8,1.0,5.3,5.4,4.6,5.0,3.0,5.0,6.1,6.7,4,No,3.3,5.6,8.6,8.0,Medium,5,Medium,No,No,No
Dev00256,25,Male,Ahmedabad,Gujarat,Married,B.Tech,Product-Based,201-1000,Frontend Developer,Full-Time,11.1,47.47,0.6,Yes,65,40.1,Sometimes,Never,Yes - Moderate (5-20%),3,Python,Pytorch/Kubernetes,4.7,0.1,430.0,1.0,0.0,33.5,1.5,2.1,2.6,3.0,4.2,2.0,9.1,8.5,3.1,3,Yes - Occasionally,5.3,5.0,6.3,5.0,Low,5,Low,No,Yes,No
Dev00257,35,Male,Hyderabad,Telangana,Married,M.Tech,Startup,51-200,Full Stack Developer,Full-Time,10.4,38.39,0.4,Yes,84,61.9,Rarely,Never,No,2,Java,Spring Boot/Mysql/Aws,3.2,7.2,66.0,0.0,2.0,24.6,0.5,8.0,9.4,8.6,5.9,1.0,2.4,6.2,3.2,0,No,3.5,2.3,7.7,11.0,Medium,3,High,Maybe,Yes,No
Dev00258,24,Female,Hyderabad,Telangana,Single,Mca,Startup,11-50,Data Scientist,Freelance,4.2,31.45,4.2,No,20,59.2,Sometimes,Rarely,Yes - Minor (<5%),0,Python,Django/Fastapi/Postgres,3.3,15.8,79.0,2.0,1.0,28.2,0.7,6.9,8.7,8.1,5.1,2.0,4.7,4.0,2.3,1,Yes - Occasionally,6.1,4.6,6.9,1.0,Medium,1,High,No,Yes,No
Dev00259,30,Female,Ahmedabad,Gujarat,Married,M.Tech,Product-Based,5000+,Data Scientist,Full-Time,26.3,81.53,2.6,Yes,55,45.5,Often,Never,Yes - Minor (<5%),3,Javascript,Vue/Django/Postgresql,2.4,1.8,4.0,2.0,1.0,14.2,3.0,4.0,5.2,2.6,6.5,5.0,7.9,6.3,3.6,6,No,2.6,4.8,8.7,9.0,Low,4,Medium,No,No,No
Dev00260,32,Male,Gurugram,Haryana,Single,B.E,Product-Based,51-200,Data Scientist,Full-Time,1.7,49.29,0.7,No,62,45.6,Rarely,Rarely,No,6,Dart,Flutter/Firebase/Bloc,1.6,1.8,52.0,2.0,0.0,17.9,10.1,3.5,3.2,5.3,6.1,3.0,8.0,3.5,4.1,3,No,3.3,5.5,7.2,14.0,Low,3,Low,No,No,No
Dev00261,23,Male,Mumbai,Maharashtra,Single,Bca,Service-Based,5000+,Frontend Developer,Full-Time,4.4,17.93,3.9,Yes,0,45.1,Sometimes,Never,Yes - Moderate (5-20%),6,Kotlin,Spring/Coroutines/Gcp,2.7,4.3,68.0,2.0,2.0,58.2,6.1,5.0,3.2,5.1,8.0,2.0,7.4,4.6,4.5,1,No,2.8,4.7,8.3,7.0,Low,5,Low,No,Yes,No
Dev00262,28,Male,Bengaluru,Karnataka,Married,Phd,Service-Based,1001-5000,Data Scientist,Full-Time,7.4,15.72,5.6,No,22,38.7,Always,Rarely,Yes - Minor (<5%),1,Javascript,Node/Express/Mongodb,3.4,0.7,35.0,0.0,2.0,69.9,1.0,4.5,2.1,4.2,8.6,3.0,7.7,6.7,4.5,2,Yes - Occasionally,4.6,3.9,5.8,1.0,Medium,8,Low,No,No,No
Dev00263,21,Female,Bengaluru,Karnataka,Married,Phd,Consulting,201-1000,Data Scientist,Full-Time,2.5,19.96,0.7,Yes,61,43.3,Rarely,Rarely,Yes - Minor (<5%),3,Javascript,Node/Express/Mongodb,1.2,4.6,8.0,1.0,4.0,0.0,5.0,4.9,3.9,3.9,6.8,1.0,8.6,6.6,1.4,4,Yes - Occasionally,3.5,5.4,6.9,2.0,,2,Low,No,Yes,No
Dev00264,23,Male,Chennai,Tamil Nadu,Married,Mba Tech,Service-Based,1001-5000,Frontend Developer,Full-Time,17.2,40.13,2.1,Yes,37,59.1,Often,Rarely,No,3,Go,Fiber/Postgresql/Docker,2.2,4.0,20.0,2.0,1.0,47.8,1.7,7.5,6.3,7.1,5.7,3.0,5.6,5.5,3.6,2,No,4.7,4.8,6.0,3.0,Medium,4,Medium,No,Yes,No
Dev00265,27,Male,Pune,Maharashtra,Single,B.E,Consulting,51-200,Product Manager,Full-Time,3.3,21.69,2.3,No,16,54.7,Sometimes,Never,Yes - Minor (<5%),6,Python,Pandas/Spark/Airflow,1.2,2.5,60.0,3.0,1.0,56.0,5.5,6.1,4.9,4.2,5.9,2.0,5.6,4.8,1.4,3,No,3.4,3.8,7.4,1.0,,0,Low,No,No,No
Dev00266,22,Male,Delhi,Delhi,Married,Bca,Service-Based,5000+,Cybersecurity Analyst,Full-Time,3.8,17.0,2.3,No,85,35.0,Often,Never,Yes - Minor (<5%),3,Javascript,Vue/Django/Postgresql,2.4,6.0,64.0,3.0,2.0,13.2,4.6,2.8,2.6,2.4,6.3,2.0,9.9,4.2,3.4,1,No,5.2,8.1,6.3,5.0,High,6,Low,Maybe,No,No
Dev00267,36,Male,Kochi,Kerala,Married,M.Tech,Consulting,201-1000,Cybersecurity Analyst,Full-Time,2.9,19.51,2.9,Yes,55,35.1,Rarely,Never,Yes - Major (>20%),6,Javascript,Vue/Django/Postgresql,3.8,3.9,62.0,2.0,3.0,59.2,14.1,4.4,1.0,4.7,4.8,3.0,9.7,2.6,8.0,5,No,4.1,5.3,8.0,1.0,,3,Low,No,No,No
Dev00268,21,Female,Gurugram,Haryana,In A Relationship,B.Tech,Startup,11-50,Qa Engineer,Freelance,2.8,15.96,2.8,No,100,58.3,Often,Often,No,5,Java,Spring Boot/Mysql/Aws,4.8,9.3,85.0,1.0,2.0,39.2,1.4,3.8,4.5,3.0,4.4,3.0,5.4,5.3,8.0,4,Yes - Occasionally,4.6,6.1,7.4,3.0,High,11,Low,Yes,Yes,No
Dev00269,26,Male,Hyderabad,Telangana,Single,B.Tech,Freelance,1-10,Backend Developer,Full-Time,4.2,19.06,3.8,No,100,48.3,Never,Sometimes,No,1,Java,Spring Boot/Mysql/Aws,8.5,6.5,326.0,4.0,1.0,43.3,2.0,4.1,4.2,1.0,5.0,1.0,7.6,5.3,8.0,4,Yes - Regularly,2.5,6.2,7.8,17.0,,2,Low,No,No,No
Dev00270,29,Male,Gurugram,Haryana,Married,Bca,Product-Based,1001-5000,Ml Engineer,Full-Time,4.4,44.28,1.0,Yes,43,39.5,Sometimes,Never,Yes - Moderate (5-20%),2,Go,Fiber/Postgresql/Docker,3.4,4.3,70.0,1.0,0.0,31.2,8.7,1.6,2.6,2.3,5.5,4.0,7.4,5.7,2.6,4,No,3.9,3.1,5.2,5.0,Medium,4,Low,No,Yes,No
Dev00271,35,Male,Hyderabad,Telangana,Married,B.Sc Cs,Startup,51-200,Cloud Engineer,Contract,2.9,8.78,1.2,No,95,52.6,Rarely,Never,Yes - Moderate (5-20%),1,Java,Spring Boot/Mysql/Aws,1.7,1.9,,0.0,2.0,11.6,4.8,4.2,5.3,5.8,4.6,1.0,7.6,5.5,8.0,2,No,4.1,4.8,6.2,2.0,Low,2,Medium,No,Yes,No
Dev00272,21,Male,Bengaluru,Karnataka,In A Relationship,Bca,Product-Based,5000+,Backend Developer,Full-Time,7.7,49.58,7.2,Yes,78,39.6,Sometimes,Never,Yes - Moderate (5-20%),0,Swift,Ios/Swiftui/Firebase,3.5,0.1,31.0,4.0,2.0,3.7,6.9,3.5,2.7,2.7,6.3,2.0,9.2,7.2,2.9,0,No,2.8,1.9,6.0,,Medium,6,Low,No,No,No
Dev00273,34,Female,Bengaluru,Karnataka,Single,B.Tech,Service-Based,201-1000,Data Scientist,Full-Time,1.2,13.0,1.2,Yes,20,43.1,Often,Never,No,0,Kotlin,Android/Jetpack/Firebase,14.5,2.3,342.0,1.0,1.0,1.4,2.9,4.4,4.5,3.0,4.8,3.0,6.6,8.7,0.2,1,Yes - Occasionally,2.8,4.1,6.7,22.0,,2,Low,No,Yes,No
Dev00274,28,Male,Pune,Maharashtra,Married,B.Sc Cs,Startup,11-50,Full Stack Developer,Full-Time,9.2,44.34,3.7,No,83,54.5,Rarely,Sometimes,Yes - Major (>20%),2,Ruby,Rails/Postgresql/Redis,9.2,7.4,69.0,1.0,0.0,10.3,0.6,6.8,2.7,5.5,6.5,,7.4,3.3,8.0,3,No,7.3,5.7,6.1,12.0,High,3,Medium,No,Yes,Yes
Dev00275,23,Female,Ahmedabad,Gujarat,Single,M.Tech,Startup,51-200,Frontend Developer,Full-Time,1.6,30.73,1.5,No,99,60.1,Often,Rarely,Yes - Major (>20%),0,Python,Flask/Redis/Aws,6.0,11.1,65.0,1.0,4.0,24.2,1.6,5.6,4.1,2.5,7.1,2.0,7.5,4.6,1.4,1,No,4.1,6.5,7.6,14.0,Low,6,Low,No,No,No
Dev00276,30,Female,Hyderabad,Telangana,Married,B.E,Product-Based,1001-5000,Full Stack Developer,Full-Time,3.5,24.79,0.4,No,65,53.7,Sometimes,Sometimes,Yes - Moderate (5-20%),3,Javascript,React/Node/Firebase,2.6,9.5,73.0,1.0,2.0,28.2,0.1,8.9,6.7,7.6,6.4,1.0,5.4,3.6,3.5,2,No,6.5,3.0,6.1,3.0,Very High,8,Medium,Yes,Yes,No
Dev00277,29,Male,Bengaluru,Karnataka,Single,B.Tech,Service-Based,5000+,Product Manager,Full-Time,3.2,15.2,3.2,No,23,36.9,Often,Often,No,1,Python,Django/Fastapi/Postgres,1.7,2.3,61.0,2.0,2.0,33.4,1.7,3.9,3.2,4.1,6.6,2.0,6.9,2.3,2.4,5,No,4.7,4.6,8.0,10.0,Medium,2,High,No,Yes,No
Dev00278,25,Male,Jaipur,Rajasthan,Single,Bca,Service-Based,5000+,Qa Engineer,Full-Time,5.7,17.24,5.7,No,37,55.7,Often,Never,Yes - Moderate (5-20%),1,Python,Flask/Redis/Aws,3.6,0.2,286.0,2.0,5.0,8.4,0.1,3.8,4.8,2.1,5.2,4.0,5.9,6.3,1.2,1,Yes - Occasionally,5.3,7.4,6.7,4.0,Medium,5,Low,No,Yes,No
Dev00279,28,Male,Bengaluru,Karnataka,Married,Mba Tech,Product-Based,5000+,Full Stack Developer,Full-Time,7.2,32.35,1.1,Yes,1,50.8,Never,Rarely,No,0,Javascript,Vue/Django/Postgresql,5.2,13.9,9.0,2.0,1.0,1.7,9.0,3.0,5.4,2.3,6.3,2.0,6.9,6.8,1.7,0,No,4.5,5.0,5.8,1.0,High,14,Medium,Maybe,No,No
Dev00280,26,Female,Gurugram,Haryana,Single,B.Tech,Service-Based,5000+,Ml Engineer,Part-Time,22.3,33.1,1.2,Yes,0,64.7,Often,Sometimes,No,0,Php,Laravel/Mysql/Nginx,10.6,5.8,19.0,0.0,0.0,67.4,0.8,6.8,6.4,4.9,6.1,2.0,4.8,6.4,3.1,2,Yes - Regularly,1.5,1.0,9.6,7.0,Very High,5,Medium,Maybe,Yes,No
Dev00281,29,Male,Hyderabad,Telangana,Single,B.Tech,Startup,51-200,Frontend Developer,Full-Time,3.4,29.49,0.8,No,63,59.6,Often,Rarely,No,3,Java,Hibernate/Oracle/Jenkins,13.3,3.3,76.0,0.0,1.0,51.2,2.5,5.0,4.4,3.5,5.3,2.0,6.3,1.5,5.4,4,No,4.6,5.0,8.3,1.0,Medium,6,Low,No,No,No
Dev00282,31,Male,Bengaluru,Karnataka,Single,B.Tech,Product-Based,5000+,Devops Engineer,Freelance,5.3,27.51,0.9,No,36,34.5,Never,Never,No,2,Java,Spring Boot/Mysql/Aws,7.2,7.5,46.0,1.0,1.0,20.2,0.0,4.5,2.5,3.0,5.2,1.0,9.4,5.2,4.4,2,No,4.6,6.4,6.4,4.0,,7,Low,No,No,No
Dev00283,36,Male,Kolkata,West Bengal,Single,B.Tech,Startup,51-200,Sre,Full-Time,3.6,14.07,2.0,No,100,52.2,Rarely,Often,Yes - Moderate (5-20%),1,Typescript,Angular/Nestjs/Mysql,5.0,0.5,180.0,2.0,2.0,23.2,1.5,3.1,4.7,3.5,5.8,1.0,8.6,4.7,1.2,1,No,3.9,4.3,8.9,2.0,Medium,2,Low,No,No,No
Dev00284,22,Female,Bengaluru,Karnataka,In A Relationship,B.Sc Cs,Service-Based,201-1000,Ml Engineer,Full-Time,28.0,43.05,6.4,No,23,48.7,Sometimes,Rarely,Yes - Moderate (5-20%),3,Kotlin,Spring/Coroutines/Gcp,1.1,0.5,54.0,4.0,1.0,40.1,9.7,3.2,4.0,3.3,8.4,2.0,7.6,7.9,0.9,2,No,5.5,5.3,5.3,7.0,High,8,Low,Maybe,Yes,No
Dev00285,39,Male,Mumbai,Maharashtra,Married,B.Tech,Freelance,1-10,Qa Engineer,Full-Time,8.3,26.02,3.4,No,77,58.8,Never,Never,No,3,Python,Pytorch/Kubernetes,5.4,6.1,60.0,2.0,4.0,26.6,5.9,7.8,8.0,8.6,5.2,4.0,2.8,4.8,8.0,4,Yes - Occasionally,8.6,7.7,5.7,2.0,Low,3,High,Maybe,Yes,No
Dev00286,21,Male,Hyderabad,Telangana,Married,B.Tech,Product-Based,201-1000,Data Scientist,Full-Time,4.2,35.07,0.6,No,38,44.3,Sometimes,Rarely,Yes - Moderate (5-20%),1,Javascript,Node/Express/Mongodb,6.5,0.4,46.0,1.0,1.0,18.7,3.3,6.3,5.6,4.3,6.0,6.0,7.0,5.1,3.4,1,No,5.9,8.1,5.7,11.0,Medium,1,Medium,No,Yes,No
Dev00287,27,Male,Bengaluru,Karnataka,Single,Bca,Freelance,1-10,Data Scientist,Full-Time,4.0,27.48,0.7,No,76,46.3,Often,Never,No,1,Python,Pytorch/Kubernetes,8.8,0.3,277.0,0.0,0.0,46.7,4.7,3.6,4.6,2.0,3.5,5.0,7.7,5.9,1.8,1,No,3.0,4.9,9.6,8.0,Medium,0,Low,No,Yes,No
Dev00288,31,Male,Bengaluru,Karnataka,Divorced,Mca,Product-Based,1001-5000,Qa Engineer,Freelance,1.4,24.23,0.5,Yes,22,41.5,Never,Rarely,No,5,Go,Gin/Grpc/Kubernetes,2.8,6.4,230.0,4.0,2.0,15.0,2.6,4.5,3.1,4.8,6.1,5.0,8.3,3.4,1.5,6,Yes - Occasionally,4.9,6.0,7.3,1.0,Low,3,Low,No,Yes,No
Dev00289,29,Female,Bengaluru,Karnataka,Single,M.Tech,Service-Based,5000+,Cloud Engineer,Full-Time,6.9,24.31,3.0,No,36,60.8,Never,Never,Yes - Minor (<5%),4,Python,Pytorch/Kubernetes,0.5,6.8,99.0,0.0,1.0,,0.2,5.0,5.3,4.3,6.1,3.0,6.1,4.2,1.8,0,Yes - Regularly,5.4,5.3,7.3,15.0,High,8,Medium,Yes,Yes,No
Dev00290,25,Male,Bengaluru,Karnataka,Married,B.Tech,Product-Based,201-1000,Devops Engineer,Full-Time,9.3,45.41,1.1,No,97,54.2,Never,Never,Yes - Minor (<5%),1,Go,Echo/Redis/Gcp,1.0,2.7,1.0,0.0,0.0,31.2,2.9,2.5,4.8,2.5,5.0,2.0,6.0,7.2,8.0,2,No,5.2,6.7,6.7,9.0,Low,6,Low,No,No,No
Dev00291,27,Female,Gurugram,Haryana,Single,Bca,Freelance,1-10,Data Engineer,Full-Time,17.0,39.86,1.8,No,84,56.8,Sometimes,Never,No,1,Typescript,Next.Js/Prisma/Vercel,3.1,2.5,60.0,0.0,1.0,15.0,1.6,4.4,5.3,6.3,4.2,6.0,6.4,3.7,5.3,2,No,3.7,1.2,7.8,2.0,High,9,Medium,Maybe,No,No
Dev00292,25,Female,Pune,Maharashtra,Married,Bca,Startup,1-10,Cloud Engineer,Full-Time,4.9,30.89,1.7,No,100,40.3,Rarely,Sometimes,No,3,Ruby,Rails/Postgresql/Redis,5.7,,96.0,1.0,3.0,49.4,4.2,5.6,4.3,4.8,5.8,3.0,7.0,5.4,1.5,4,No,2.0,3.6,9.6,3.0,,3,Low,No,No,No
Dev00293,25,Male,Hyderabad,Telangana,Married,Mca,Product-Based,201-1000,Android Developer,Full-Time,6.4,36.67,4.9,Yes,45,44.5,Often,Sometimes,No,3,Javascript,React/Node/Firebase,3.5,2.3,109.0,1.0,2.0,64.0,0.9,5.7,3.5,3.0,6.0,3.0,8.0,5.4,1.2,2,No,1.7,4.5,9.0,2.0,Low,3,Low,No,No,No
Dev00294,32,Female,Pune,Maharashtra,Single,B.E,Product-Based,5000+,Cloud Engineer,Contract,2.8,6.48,2.8,No,39,38.4,Sometimes,Sometimes,Yes - Minor (<5%),3,Python,Pytorch/Kubernetes,4.8,3.0,35.0,1.0,2.0,24.2,1.4,5.6,4.3,6.5,5.5,3.0,8.2,3.6,2.9,7,No,5.3,9.1,5.9,3.0,,8,Low,No,Yes,No
Dev00295,30,Male,Kolkata,West Bengal,Single,Bca,Service-Based,5000+,Full Stack Developer,Full-Time,6.0,17.78,0.4,No,37,47.0,Often,Sometimes,Yes - Minor (<5%),0,Rust,Actix/Tokio/Aws,4.2,1.0,127.0,,0.0,20.1,0.1,3.9,5.1,4.3,5.6,2.0,4.4,1.0,6.8,5,No,3.6,3.7,8.0,8.0,Medium,3,Medium,No,No,No
Dev00296,24,Male,Kolkata,West Bengal,Married,M.Tech,Product-Based,5000+,Full Stack Developer,Full-Time,3.0,26.06,1.0,Yes,23,41.2,Rarely,Often,Yes - Minor (<5%),3,Go,Gin/Grpc/Kubernetes,13.5,4.4,52.0,2.0,1.0,19.0,6.1,4.4,4.8,3.8,6.3,4.0,8.2,5.2,1.6,2,Yes - Occasionally,3.2,5.0,6.6,6.0,Medium,2,Low,No,Yes,No
Dev00297,33,Male,Noida,Uttar Pradesh,Single,M.Tech,Startup,11-50,Ml Engineer,Full-Time,7.9,34.32,1.4,No,1,55.0,Sometimes,Never,Yes - Minor (<5%),6,C++,Embedded/Rtos/Bazel,7.7,3.6,91.0,2.0,0.0,,1.9,5.7,4.2,3.4,7.6,2.0,7.1,6.5,4.7,7,Yes - Occasionally,3.3,2.6,6.5,2.0,Low,3,Low,No,Yes,No
Dev00298,30,Male,Ahmedabad,Gujarat,Single,B.Tech,Startup,11-50,Data Scientist,Part-Time,1.0,21.24,1.0,No,83,61.3,Sometimes,Sometimes,Yes - Major (>20%),2,Javascript,Vue/Django/Postgresql,7.7,5.5,63.0,0.0,1.0,56.5,2.1,5.0,4.4,5.4,6.1,2.0,6.5,5.3,3.0,1,No,5.2,8.2,6.1,2.0,Low,6,Low,No,No,No
Dev00299,32,Male,Hyderabad,Telangana,Single,B.Tech,Consulting,51-200,Cloud Engineer,Full-Time,1.5,26.7,0.8,Yes,1,56.3,Sometimes,Rarely,Yes - Major (>20%),4,Typescript,React/Graphql/Aws,5.4,1.0,77.0,3.0,4.0,16.8,3.8,3.6,5.2,4.2,5.7,,7.0,5.7,3.0,1,Yes - Regularly,5.7,6.5,7.1,5.0,Low,5,Medium,No,No,No
Dev00300,31,Male,Pune,Maharashtra,Single,B.Tech,Consulting,51-200,Backend Developer,Full-Time,6.6,29.26,1.9,Yes,24,49.0,Often,Rarely,Yes - Minor (<5%),1,Scala,Spark/Akka/Kafka,1.0,0.5,72.0,1.0,3.0,7.8,1.5,3.7,3.6,3.7,3.5,4.0,7.3,3.8,1.4,3,No,2.7,4.8,7.3,4.0,,3,Low,No,No,No
Dev00301,24,Female,Chennai,Tamil Nadu,Married,B.Tech,Startup,11-50,Frontend Developer,Full-Time,12.3,33.64,2.3,Yes,83,51.9,Sometimes,Never,Yes - Major (>20%),1,Python,Django/Fastapi/Postgres,18.6,8.2,88.0,0.0,2.0,22.5,1.9,3.5,5.5,3.4,6.4,1.0,7.2,6.3,3.0,2,Yes - Occasionally,4.8,3.2,6.7,6.0,Very High,8,Medium,Maybe,No,No
Dev00302,25,Male,Chennai,Tamil Nadu,Single,B.Tech,Product-Based,201-1000,Cybersecurity Analyst,Full-Time,5.0,28.7,2.0,Yes,100,41.6,Never,Rarely,No,4,Typescript,React/Graphql/Aws,0.6,11.7,43.0,1.0,1.0,48.2,0.0,6.0,4.0,3.9,5.7,3.0,6.9,3.2,7.7,7,No,3.1,3.8,6.2,4.0,Medium,2,Low,No,Yes,No
Dev00303,32,Male,Pune,Maharashtra,Single,B.E,Service-Based,201-1000,Backend Developer,Contract,6.0,14.57,1.5,No,3,53.5,Sometimes,Never,No,2,Javascript,Node/Express/Mongodb,2.4,0.9,58.0,1.0,3.0,60.8,,1.7,3.5,2.8,5.2,0.0,5.4,5.2,8.0,1,No,4.1,6.4,4.7,2.0,,2,Low,No,No,No
Dev00304,31,Male,Pune,Maharashtra,Married,B.Tech,Service-Based,1001-5000,Frontend Developer,Full-Time,8.7,25.48,1.3,No,0,44.2,Always,Rarely,Yes - Minor (<5%),1,Java,Hibernate/Oracle/Jenkins,8.2,2.7,53.0,2.0,1.0,47.0,13.5,6.3,4.8,6.3,5.6,4.0,6.7,7.0,8.0,2,No,3.3,5.8,8.7,6.0,,3,Low,No,No,No
Dev00305,28,Female,Coimbatore,Tamil Nadu,Married,Phd,Service-Based,1001-5000,Full Stack Developer,Full-Time,3.3,18.93,0.3,Yes,5,39.8,Often,Often,No,1,Java,Microservices/Kafka/Docker,2.1,6.5,160.0,0.0,2.0,32.6,0.0,2.1,1.8,2.4,7.7,3.0,9.4,5.4,1.9,1,No,3.5,6.7,8.0,4.0,,2,Low,No,No,No
Dev00306,29,Female,Delhi,Delhi,Single,Mca,Startup,1-10,Android Developer,Full-Time,1.0,34.08,1.0,Yes,42,48.1,Often,Rarely,Yes - Moderate (5-20%),1,Go,Gin/Grpc/Kubernetes,5.0,3.7,43.0,4.0,1.0,36.0,1.9,3.9,4.5,3.6,6.7,2.0,6.0,7.2,0.6,3,No,5.8,5.6,6.9,2.0,Low,1,Low,No,No,No
Dev00307,35,Male,Pune,Maharashtra,Married,B.Tech,Consulting,51-200,Ml Engineer,Full-Time,13.2,32.06,2.1,Yes,42,41.2,Rarely,Rarely,Yes - Moderate (5-20%),1,Python,Pytorch/Kubernetes,10.2,4.2,31.0,1.0,2.0,39.4,12.3,3.0,3.1,2.7,8.4,0.0,7.6,9.7,,1,Yes - Occasionally,4.1,1.4,8.3,11.0,,2,Low,No,Yes,No
Dev00308,25,Female,Noida,Uttar Pradesh,Single,B.Sc Cs,Freelance,1-10,Data Engineer,Full-Time,13.5,47.15,2.5,No,97,54.0,Never,Never,Yes - Major (>20%),3,Python,Django/Fastapi/Postgres,8.3,2.1,93.0,2.0,3.0,54.9,2.0,6.8,7.3,5.7,4.1,4.0,4.6,6.4,,5,No,3.4,2.8,7.4,6.0,Low,4,Medium,No,Yes,No
Dev00309,31,Male,Hyderabad,Telangana,Single,B.Tech,Product-Based,201-1000,Frontend Developer,Freelance,3.7,36.97,1.0,No,42,35.5,Often,Sometimes,Yes - Moderate (5-20%),2,Java,Spring Boot/Mysql/Aws,3.7,0.6,85.0,0.0,2.0,21.6,2.7,3.0,1.0,2.1,7.9,2.0,10.0,4.9,8.0,2,No,4.0,4.4,8.0,1.0,,3,Low,No,No,No
